timestamp_utc,exchange,pair,best_bid,best_ask,last_price
2026-03-13T04:58:13.157470+00:00,indodax,BTCIDR,1205597000,1205599000,1205597000
2026-03-13T04:59:15.252972+00:00,indodax,BTCIDR,1205597000,1205598000,1205598000
2026-03-13T05:00:17.220923+00:00,indodax,BTCIDR,1205597000,1205599000,1205599000
2026-03-13T05:01:19.210769+00:00,indodax,BTCIDR,1205597000,1205600000,1205600000
2026-03-13T05:02:21.619191+00:00,indodax,BTCIDR,1205599000,1205600000,1205600000
2026-03-13T05:03:24.273193+00:00,indodax,BTCIDR,1205599000,1205600000,1205599000
2026-03-13T05:04:26.294855+00:00,indodax,BTCIDR,1205599000,1205600000,1205600000
2026-03-13T05:05:28.096046+00:00,indodax,BTCIDR,1205599000,1205600000,1205600000
2026-03-13T05:06:30.606913+00:00,indodax,BTCIDR,1204202000,1204204000,1204204000
2026-03-13T05:07:32.467250+00:00,indodax,BTCIDR,1205599000,1205600000,1205600000
2026-03-13T05:08:34.818595+00:00,indodax,BTCIDR,1205599000,1205600000,1205599000
2026-03-13T05:09:36.523557+00:00,indodax,BTCIDR,1205688000,1205689000,1205689000
2026-03-13T05:10:38.756391+00:00,indodax,BTCIDR,1205688000,1205689000,1205689000
2026-03-13T05:11:40.522332+00:00,indodax,BTCIDR,1205688000,1205689000,1205689000
2026-03-13T05:12:42.376824+00:00,indodax,BTCIDR,1204204000,1205689000,1204203000
2026-03-13T05:13:44.550331+00:00,indodax,BTCIDR,1203492000,1205688000,1203491000
2026-03-13T05:14:46.352859+00:00,indodax,BTCIDR,1203505000,1205678000,1205689000
2026-03-13T05:15:49.200288+00:00,indodax,BTCIDR,1203506000,1203507000,1203507000
2026-03-13T05:16:51.391802+00:00,indodax,BTCIDR,1203506000,1203507000,1203507000
2026-03-13T05:17:53.326978+00:00,indodax,BTCIDR,1203506000,1203507000,1203506000
2026-03-13T05:18:55.457722+00:00,indodax,BTCIDR,1203506000,1203507000,1203506000
2026-03-13T05:19:57.867744+00:00,indodax,BTCIDR,1203506000,1203507000,1203506000
2026-03-13T05:21:00.316930+00:00,indodax,BTCIDR,1205677000,1205678000,1205677000
2026-03-13T05:22:02.583177+00:00,indodax,BTCIDR,1205677000,1205678000,1205677000
2026-03-13T05:23:04.749578+00:00,indodax,BTCIDR,1205677000,1205678000,1205677000
2026-03-13T05:24:07.167461+00:00,indodax,BTCIDR,1205677000,1205678000,1205678000
2026-03-13T05:25:09.249840+00:00,indodax,BTCIDR,1205677000,1205678000,1205678000
2026-03-13T05:26:11.886064+00:00,indodax,BTCIDR,1205677000,1205678000,1205677000
2026-03-13T05:27:14.121404+00:00,indodax,BTCIDR,1205677000,1205678000,1205677000
2026-03-13T05:28:16.523531+00:00,indodax,BTCIDR,1205677000,1205678000,1205678000
2026-03-13T05:29:18.477154+00:00,indodax,BTCIDR,1205678000,1205689000,1205677000
2026-03-13T05:30:20.630073+00:00,indodax,BTCIDR,1205678000,1205689000,1205689000
2026-03-13T05:31:22.726811+00:00,indodax,BTCIDR,1205678000,1205689000,1205689000
2026-03-13T05:32:24.778279+00:00,indodax,BTCIDR,1205684000,1205689000,1205689000
2026-03-13T05:33:27.140007+00:00,indodax,BTCIDR,1205980000,1205990000,1205990000
2026-03-13T05:34:29.327766+00:00,indodax,BTCIDR,1207689000,1207690000,1207690000
2026-03-13T05:35:31.755851+00:00,indodax,BTCIDR,1208489000,1208490000,1208489000
2026-03-13T05:36:33.915388+00:00,indodax,BTCIDR,1208310000,1208490000,1208490000
2026-03-13T05:37:36.501187+00:00,indodax,BTCIDR,1208489000,1208490000,1208490000
