timestamp_utc,exchange,pair,best_bid,best_ask,mid_price,bid_1_price,bid_1_qty,ask_1_price,ask_1_qty,bid_2_price,bid_2_qty,ask_2_price,ask_2_qty,bid_3_price,bid_3_qty,ask_3_price,ask_3_qty,bid_4_price,bid_4_qty,ask_4_price,ask_4_qty,bid_5_price,bid_5_qty,ask_5_price,ask_5_qty,bid_6_price,bid_6_qty,ask_6_price,ask_6_qty,bid_7_price,bid_7_qty,ask_7_price,ask_7_qty,bid_8_price,bid_8_qty,ask_8_price,ask_8_qty,bid_9_price,bid_9_qty,ask_9_price,ask_9_qty,bid_10_price,bid_10_qty,ask_10_price,ask_10_qty,bid_11_price,bid_11_qty,ask_11_price,ask_11_qty,bid_12_price,bid_12_qty,ask_12_price,ask_12_qty,bid_13_price,bid_13_qty,ask_13_price,ask_13_qty,bid_14_price,bid_14_qty,ask_14_price,ask_14_qty,bid_15_price,bid_15_qty,ask_15_price,ask_15_qty,bid_16_price,bid_16_qty,ask_16_price,ask_16_qty,bid_17_price,bid_17_qty,ask_17_price,ask_17_qty,bid_18_price,bid_18_qty,ask_18_price,ask_18_qty,bid_19_price,bid_19_qty,ask_19_price,ask_19_qty,bid_20_price,bid_20_qty,ask_20_price,ask_20_qty
2026-03-11T05:41:19.970031+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,85083.54,16884.0,83658.84,16881.0,8900.02,16885.0,150810.44,16880.0,2872.03,16886.0,57796.1,16879.0,7500.0,16888.0,9815.76,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,10764.07,16873.0,7500.0,16895.0,100000.0,16863.0,100.0,16897.0,100055.07,16861.0,37.24,16898.0,100117.64,16859.0,3864.75,16899.0,3219.24,16855.0,100.0,16900.0,615.78,16854.0,4405.04,16901.0,219.4,16851.0,100.0,16907.0,3052.61,16850.0,252.56,16910.0,301965.35,16845.0,5011.64,16914.0,3.29,16844.0,100.0,16915.0,3635.23,16837.0,5377.7,16916.0,28.97,16832.0,100.0,16918.0,148.62,16830.0,77.24,16920.0,611.06
2026-03-11T05:42:23.027798+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,89277.84,16884.0,81624.07,16881.0,8900.02,16885.0,150810.44,16880.0,2872.03,16886.0,57796.1,16879.0,7500.0,16888.0,9815.76,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,10764.07,16873.0,7500.0,16895.0,100000.0,16863.0,100.0,16897.0,100055.07,16861.0,37.24,16898.0,100117.64,16859.0,3864.75,16899.0,3219.24,16855.0,100.0,16900.0,615.78,16854.0,4405.04,16901.0,219.4,16851.0,100.0,16907.0,3052.61,16850.0,252.56,16910.0,1515.35,16845.0,5011.64,16914.0,3.29,16844.0,100.0,16915.0,3635.23,16837.0,5377.7,16916.0,28.97,16832.0,100.0,16918.0,148.62,16830.0,77.24,16919.0,300450.0
2026-03-11T05:43:03.818274+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,89225.27,16884.0,72447.63,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,9815.76,16879.0,7500.0,16890.0,57505.79,16877.0,7500.0,16891.0,1105.75,16875.0,10097.85,16894.0,10764.07,16874.0,23.23,16895.0,100000.0,16873.0,7500.0,16897.0,100055.07,16863.0,100.0,16898.0,100117.64,16861.0,37.24,16899.0,3219.24,16855.0,100.0,16900.0,615.78,16854.0,4405.04,16901.0,219.4,16851.0,100.0,16907.0,3052.61,16850.0,252.56,16910.0,1515.35,16845.0,5011.64,16914.0,3.29,16844.0,100.0,16915.0,3635.23,16837.0,5377.7,16916.0,28.97,16832.0,100.0,16918.0,300598.62,16830.0,77.24,16920.0,611.06
2026-03-11T05:44:06.894444+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,88428.69,16884.0,72376.55,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,9815.76,16879.0,7500.0,16890.0,57505.79,16877.0,7500.0,16891.0,1105.75,16875.0,10097.85,16894.0,2511.18,16874.0,23.23,16895.0,109542.33,16873.0,7500.0,16897.0,100055.07,16871.0,7500.0,16898.0,100117.64,16863.0,100.0,16899.0,3219.24,16861.0,37.24,16900.0,615.78,16859.0,4113.46,16901.0,219.4,16855.0,100.0,16907.0,3052.61,16854.0,4405.04,16910.0,1515.35,16851.0,100.0,16914.0,3.29,16850.0,252.56,16915.0,3635.23,16845.0,5011.64,16916.0,28.97,16844.0,100.0,16918.0,148.62,16837.0,5377.7,16919.0,300450.0
2026-03-11T05:45:09.560039+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,95660.43,16884.0,60227.43,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,7500.0,16879.0,7500.0,16890.0,57505.79,16877.0,7500.0,16891.0,1105.75,16875.0,10097.85,16894.0,2511.18,16874.0,23.23,16895.0,109542.33,16873.0,7500.0,16897.0,100055.07,16863.0,100.0,16898.0,100117.64,16861.0,37.24,16899.0,3219.24,16859.0,4113.46,16900.0,615.78,16855.0,100.0,16901.0,219.4,16854.0,4405.04,16907.0,3052.61,16851.0,100.0,16910.0,1515.35,16850.0,252.56,16914.0,3.29,16845.0,5011.64,16915.0,3635.23,16844.0,100.0,16916.0,28.97,16837.0,5377.7,16918.0,148.62,16832.0,100.0,16919.0,300450.0
2026-03-11T05:46:13.016188+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,90614.92,16884.0,68022.8,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16887.0,2457.96,16879.0,7500.0,16888.0,7500.0,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,2511.18,16873.0,7500.0,16895.0,109542.33,16863.0,100.0,16897.0,100055.07,16861.0,37.24,16898.0,100117.64,16859.0,4113.46,16899.0,3219.24,16855.0,100.0,16900.0,615.78,16854.0,4405.04,16901.0,219.4,16851.0,100.0,16907.0,3052.61,16850.0,252.56,16910.0,1515.35,16845.0,5011.64,16914.0,3.29,16844.0,100.0,16915.0,3635.23,16837.0,5377.7,16916.0,28.97,16832.0,100.0,16918.0,148.62
2026-03-11T05:47:15.729659+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,89194.05,16884.0,66884.25,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,7500.0,16879.0,7500.0,16890.0,57505.79,16877.0,7500.0,16891.0,1105.75,16875.0,10097.85,16894.0,2511.18,16874.0,23.23,16895.0,109542.33,16873.0,7500.0,16897.0,100055.07,16863.0,100.0,16898.0,100117.64,16861.0,37.24,16899.0,3219.24,16859.0,4113.46,16900.0,615.78,16855.0,100.0,16901.0,219.4,16854.0,4405.04,16907.0,3052.61,16851.0,100.0,16910.0,1515.35,16850.0,252.56,16914.0,3.29,16845.0,5011.64,16915.0,3635.23,16844.0,100.0,16916.0,28.97,16837.0,5377.7,16918.0,148.62,16832.0,100.0,16920.0,301061.06
2026-03-11T05:48:18.347247+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,96144.99,16884.0,66857.0,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,7500.0,16879.0,7500.0,16889.0,2380.86,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,10531.04,16873.0,7500.0,16895.0,100000.0,16863.0,100.0,16897.0,100055.07,16861.0,37.24,16898.0,100117.64,16859.0,4113.46,16899.0,3219.24,16855.0,100.0,16900.0,615.78,16854.0,4405.04,16901.0,219.4,16851.0,100.0,16907.0,3052.61,16850.0,252.56,16910.0,1515.35,16845.0,5011.64,16914.0,3.29,16844.0,100.0,16915.0,3635.23,16837.0,5377.7,16916.0,28.97,16832.0,100.0,16918.0,148.62
2026-03-11T05:49:21.272783+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,103604.5,16884.0,59438.73,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,7500.0,16879.0,7500.0,16889.0,2380.86,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,10531.04,16863.0,100.0,16895.0,100000.0,16861.0,37.24,16897.0,100055.07,16859.0,4113.46,16898.0,100117.64,16855.0,100.0,16899.0,3219.24,16854.0,4405.04,16900.0,615.78,16851.0,100.0,16901.0,219.4,16850.0,252.56,16907.0,3052.61,16845.0,5011.64,16910.0,1515.35,16844.0,100.0,16914.0,3.29,16837.0,5377.7,16915.0,3635.23,16832.0,100.0,16916.0,28.97,16830.0,77.24,16918.0,300598.62
2026-03-11T05:50:24.235757+00:00,tokocrypto,USDTIDR,16883.0,16884.0,16883.5,16883.0,101719.8,16884.0,58805.98,16882.0,7757.69,16885.0,150810.44,16881.0,8900.02,16886.0,57796.1,16880.0,2872.03,16888.0,7500.0,16879.0,7500.0,16889.0,2380.86,16877.0,7500.0,16890.0,57505.79,16875.0,10097.85,16891.0,1105.75,16874.0,23.23,16894.0,10531.04,16863.0,100.0,16895.0,100000.0,16861.0,37.24,16897.0,100055.07,16859.0,4113.46,16898.0,100117.64,16855.0,100.0,16899.0,3219.24,16854.0,4405.04,16900.0,615.78,16851.0,100.0,16901.0,219.4,16850.0,252.56,16907.0,3052.61,16845.0,5011.64,16910.0,1515.35,16844.0,100.0,16914.0,3.29,16837.0,5377.7,16915.0,3635.23,16832.0,100.0,16916.0,28.97,16830.0,77.24,16918.0,300598.62
