timestamp_utc,exchange,pair,best_bid,best_ask,last_price
2026-03-03T12:30:06.041527+00:00,indodax,USDTIDR,16921,16922,16922
2026-03-03T12:39:49.756638+00:00,indodax,USDTIDR,16920,16921,16921
2026-03-03T12:43:29.836101+00:00,indodax,USDTIDR,16920,16921,16920
