timestamp_utc,exchange,pair,best_bid,best_ask,last_price
2026-03-03T12:30:05.842548+00:00,indodax,BTCIDR,1141297000,1143002000,1143002000
2026-03-03T12:39:49.500759+00:00,indodax,BTCIDR,1140000000,1141298000,1143001000
2026-03-03T12:43:29.636684+00:00,indodax,BTCIDR,1139601000,1140892000,1139601000
